1101001,1,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",3
1101001,2,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",3
1101001,3,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",4
1101001,4,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",5
1101001,5,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",2
1101001,6,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",0
1101001,7,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",5
1101001,8,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",1
1101001,9,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",0
1101001,10,1990,"(""불확실성"" OR ""불확실"") AND (""경제의"" OR ""경제"" OR ""무역"" OR ""상업"") AND (""정부"" OR ""청와대"" OR ""국회"" OR ""당국"" OR ""제정"" OR ""제정법"" OR ""입법"" OR ""정책"" OR ""방침"" OR ""시책"" OR ""세금"" OR ""세"" OR ""규제"" OR ""통제"" OR ""규정"" OR ""한국은행"" OR ""한은"" OR ""중앙은행"" OR ""적자"" OR ""부족"" OR ""세계무역기구"" OR ""법"" OR ""법안"" OR ""기획재정부"" OR ""기재부"")",3
